日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,
2015-01-19 00:00:00,'603088,宁波精达,32.76,34.13,30.1,30.5,31.16,1.6,5.1348,21.256,4251203,138636306,2620800000,655200000,
2015-01-16 00:00:00,'603088,宁波精达,31.16,31.5,30.5,30.63,30.66,0.5,1.6308,6.4503,1290054,40122778,2492800000,623200000,
2015-01-15 00:00:00,'603088,宁波精达,30.66,31.35,30.32,30.43,30.71,-0.05,-0.1628,4.3917,878340,27043685,2452800000,613200000,
2015-01-14 00:00:00,'603088,宁波精达,30.71,31.3,30.6,30.9,31.13,-0.42,-1.3492,5.5167,1103346,34085127,2456800000,614200000,
2015-01-13 00:00:00,'603088,宁波精达,31.13,31.47,29.83,30.85,31.37,-0.24,-0.7651,10.3294,2065888,63119572,2490400000,622600000,
2015-01-12 00:00:00,'603088,宁波精达,31.37,32.19,31.17,31.32,31.25,0.12,0.384,10.8712,2174231,68977717,2509600000,627400000,
2015-01-09 00:00:00,'603088,宁波精达,31.25,32.38,30.32,30.58,30.94,0.31,1.0019,9.6815,1936300,61170594,2500000000,625000000,
2015-01-08 00:00:00,'603088,宁波精达,30.94,31.9,30.6,30.7,30.88,0.06,0.1943,7.4627,1492539,46780256,2475200000,618800000,
2015-01-07 00:00:00,'603088,宁波精达,30.88,31.38,30.52,31.06,31.44,-0.56,-1.7812,5.4077,1081546,33307132,2470400000,617600000,
2015-01-06 00:00:00,'603088,宁波精达,31.44,31.71,30.01,30.2,30.49,0.95,3.1158,8.0477,1609530,49999934,2515200000,628800000,
2015-01-05 00:00:00,'603088,宁波精达,30.49,30.99,29.42,30.86,30.81,-0.32,-1.0386,6.2256,1245115,37581285,2439200000,609800000,
2014-12-31 00:00:00,'603088,宁波精达,30.81,31.46,30.12,31.46,31.46,-0.65,-2.0661,5.7875,1157495,35670329,2464800000,616200000,
2014-12-30 00:00:00,'603088,宁波精达,31.46,32.3,31.03,31.05,31.22,0.24,0.7687,6.3443,1268852,40135912,2516800000,629200000,
2014-12-29 00:00:00,'603088,宁波精达,31.22,32,30.58,32,32.02,-0.8,-2.4984,7.5808,1516159,46939599,2497600000,624400000,
2014-12-26 00:00:00,'603088,宁波精达,32.02,32.6,31.88,31.89,32.64,-0.62,-1.8995,7.4287,1485735,47814848,2561600000,640400000,
2014-12-25 00:00:00,'603088,宁波精达,32.64,34.58,31.34,32.42,32.87,-0.23,-0.6997,15.7346,3146926,102946758,2611200000,652800000,
2014-12-24 00:00:00,'603088,宁波精达,32.87,33.05,31.01,31.3,31.52,1.35,4.283,12.3231,2464616,79296747,2629600000,657400000,
2014-12-23 00:00:00,'603088,宁波精达,31.52,32.57,29,29.39,29.89,1.63,5.4533,14.7086,2941721,91981975,2521600000,630400000,
2014-12-22 00:00:00,'603088,宁波精达,29.89,32.99,29.89,32.99,33.21,-3.32,-9.997,15.6709,3134172,96362275,2391200000,597800000,
2014-12-19 00:00:00,'603088,宁波精达,33.21,36.02,33.04,36,36.53,-3.32,-9.0884,16.2868,3257357,111569250,2656800000,664200000,
2014-12-18 00:00:00,'603088,宁波精达,36.53,38.54,36.51,37.99,38.17,-1.64,-4.2966,12.1021,2420410,90914991,2922400000,730600000,
2014-12-17 00:00:00,'603088,宁波精达,38.17,40.49,37.8,40.3,40.48,-2.31,-5.7065,14.3372,2867442,111755716,3053600000,763400000,
2014-12-16 00:00:00,'603088,宁波精达,40.48,41.1,39.69,40.19,40.61,-0.13,-0.3201,10.1239,2024775,81837790,3238400000,809600000,
2014-12-15 00:00:00,'603088,宁波精达,40.61,41.13,38.88,40.59,40.65,-0.04,-0.0984,10.2619,2052384,82541599,3248800000,812200000,
2014-12-12 00:00:00,'603088,宁波精达,40.65,42.45,40.28,42,42.82,-2.17,-5.0677,16.9637,3392731,139372307,3252000000,813000000,
2014-12-11 00:00:00,'603088,宁波精达,42.82,43,38.15,39.6,40.02,2.8,6.9965,26.1519,5230381,216735538,3425600000,856400000,
2014-12-10 00:00:00,'603088,宁波精达,40.02,40.99,37.8,38.77,39.99,0.03,0.075,20.8513,4170266,164321112,3201600000,800400000,
2014-12-09 00:00:00,'603088,宁波精达,39.99,43.87,39.99,43.34,44.43,-4.44,-9.9932,24.2248,4844963,203937087,3199200000,799800000,
2014-12-08 00:00:00,'603088,宁波精达,44.43,46.66,43.44,45.5,47.9,-3.47,-7.2443,27.2929,5458589,244398685,3554400000,888600000,
2014-12-05 00:00:00,'603088,宁波精达,47.9,53.68,47.7,53.58,52.96,-5.06,-9.5544,33.293,6658603,330759088,3832000000,958000000,
2014-12-04 00:00:00,'603088,宁波精达,52.96,54.77,52,53,55.24,-2.28,-4.1274,35.1072,7021445,372362356,4236800000,1059200000,
2014-12-03 00:00:00,'603088,宁波精达,55.24,56.72,49.92,56.72,51.56,3.68,7.1373,67.6075,13521498,738769491,4419200000,1104800000,
2014-12-02 00:00:00,'603088,宁波精达,51.56,51.56,49.7,51,46.87,4.69,10.0064,20.9741,4194817,213860816,4124800000,1031200000,
2014-12-01 00:00:00,'603088,宁波精达,46.87,46.87,45.45,46.5,42.61,4.26,9.9977,28.8321,5766416,268570405,3749600000,937400000,
2014-11-28 00:00:00,'603088,宁波精达,42.61,42.61,42.61,42.61,38.74,3.87,9.9897,12.3689,2473781,105407808,3408800000,852200000,
2014-11-27 00:00:00,'603088,宁波精达,38.74,38.74,38.74,38.74,35.22,3.52,9.9943,1.1265,225300,8728122,3099200000,774800000,
2014-11-26 00:00:00,'603088,宁波精达,35.22,35.22,35.22,35.22,32.02,3.2,9.9938,1.2747,254944,8979128,2817600000,704400000,
2014-11-25 00:00:00,'603088,宁波精达,32.02,32.02,32.02,32.02,29.11,2.91,9.9966,0.8985,179700,5753994,2561600000,640400000,
2014-11-24 00:00:00,'603088,宁波精达,29.11,29.11,29.11,29.11,26.46,2.65,10.0151,1.05,209992,6112867,2328800000,582200000,
2014-11-21 00:00:00,'603088,宁波精达,26.46,26.46,26.46,26.46,24.05,2.41,10.0208,0.2995,59900,1584954,2116800000,529200000,
2014-11-20 00:00:00,'603088,宁波精达,24.05,24.05,24.05,24.05,21.86,2.19,10.0183,0.223,44600,1072630,1924000000,481000000,
2014-11-19 00:00:00,'603088,宁波精达,21.86,21.86,21.86,21.86,19.87,1.99,10.0151,0.2372,47432,1036864,1748800000,437200000,
2014-11-18 00:00:00,'603088,宁波精达,19.87,19.87,19.87,19.87,18.06,1.81,10.0221,0.146,29200,580204,1589600000,397400000,
2014-11-17 00:00:00,'603088,宁波精达,18.06,18.06,18.06,18.06,16.42,1.64,9.9878,0.1005,20100,363006,1444800000,361200000,
2014-11-14 00:00:00,'603088,宁波精达,16.42,16.42,16.42,16.42,14.93,1.49,9.9799,0.0435,8700,142854,1313600000,328400000,
2014-11-13 00:00:00,'603088,宁波精达,14.93,14.93,14.93,14.93,13.57,1.36,10.0221,0.025,5001,74665,1194400000,298600000,
2014-11-12 00:00:00,'603088,宁波精达,13.57,13.57,13.57,13.57,12.34,1.23,9.9676,0.045,9000,122130,1085600000,271400000,
2014-11-11 00:00:00,'603088,N精达,12.34,12.34,10.28,10.28,8.57,3.77,43.9907,0.1095,21900,270040,987200000,246800000,
